0014_04.png,2,1,1
0067_01.png,2,2,2
0072_02.png,1,3,3
0073_01.png,0,3,3
0102_03.png,2,2,2
0117_01.png,3,1,1
0123_03.png,3,1,2
0126_02.png,4,2,2
0166_02.png,4,2,2
0189_01.png,4,3,3
200_02.png,2,3,2
221_07.png,4,2,2
262_02.png,4,2,2
294_03.png,4,3,3
329_03.png,2,1,1
368_01.png,4,2,2
369_01.png,4,2,2
421_02.png,3,2,2
430_02.png,3,2,2
438_01.png,3,2,2
439_04.png,1,3,3
444_01.png,1,3,3
446_01.png,2,2,2
508_02.png,3,3,3
564_03.png,4,3,3
640_03.png,3,3,2
659_01.png,2,1,1
761_02.png,4,1,2
791_01.png,4,1,1
813_02.png,3,2,2
0008_01.png,3,1,1
0014_05.png,1,3,3
0024_02.png,2,3,3
0061_01.png,3,2,2
0162_02.png,4,2,3
0188_01.png,4,2,2
281_01.png,2,3,2
283_03.png,2,1,1
300_07.png,1,3,3
326_03.png,2,2,2
345_03.png,1,3,3
392_07.png,2,1,1
400_01.png,4,1,1
462_02.png,3,1,1
471_02.png,2,3,2
505_01.png,2,2,2
519_01.png,2,2,3
591_03.png,2,3,3
607_06.png,4,2,3
608_03.png,3,2,2
629_05.png,4,2,3
639_06.png,4,2,0
662_01.png,2,3,3
693_01.png,3,3,3
702_01.png,1,3,3
710_02.png,3,2,2
736_02.png,3,2,2
784_02.png,3,2,2
824_02.png,4,2,1
830_01.png,4,1,0
0039_03.png,1,3,3
0054_01.png,4,2,3
0057_01.png,4,1,0
0070_01.png,3,1,3
0084_02.png,3,2,3
0105_03.png,4,1,3
0116_03.png,4,2,3
0130_01.png,4,2,1
0169_05.png,4,3,0
0173_01.png,4,2,1
204_05.png,2,1,1
211_01.png,4,1,1
221_06.png,4,2,0
237_04.png,4,3,3
251_01.png,3,1,1
255_02.png,1,3,3
277_01.png,1,3,3
311_04.png,4,2,3
412_02.png,4,2,3
430_04.png,1,3,3
457_04.png,3,1,1
523_02.png,2,1,1
539_02.png,4,2,2
587_02.png,1,3,3
588_04.png,4,3,3
634_01.png,4,3,3
660_03.png,1,3,3
667_02.png,4,1,3
790_03.png,4,2,1
837_02.png,3,3,3
0004_03.png,2,2,1
0037_01.png,2,1,1
0048_01.png,3,1,1
0052_03.png,3,0,1
0105_06.png,2,2,2
0113_02.png,3,2,2
0116_05.png,2,1,1
0163_01.png,2,1,1
203_03.png,3,1,1
288_01.png,3,2,1
306_02.png,2,1,1
319_01.png,2,1,0
341_04.png,2,2,2
347_01.png,3,1,1
352_01.png,3,1,1
352_04.png,3,1,1
399_02.png,3,1,1
404_01.png,2,1,1
434_02.png,1,3,3
495_03.png,3,2,2
516_01.png,2,1,1
525_02.png,2,1,1
541_01.png,2,2,2
545_01.png,4,2,3
558_02.png,2,1,1
602_03.png,2,2,2
661_02.png,2,2,2
687_01.png,4,1,1
770_01.png,4,1,1
832_01.png,3,1,1
0020_02.png,3,1,1
0029_01.png,2,1,1
0036_02.png,1,3,3
0135_05.png,2,1,2
0149_01.png,3,3,3
0163_02.png,2,3,3
0184_02.png,3,3,3
0194_05.png,3,3,3
205_01.png,3,3,2
215_01.png,4,3,3
258_03.png,4,3,3
279_01.png,3,3,3
282_01.png,2,3,3
304_01.png,1,3,3
311_02.png,4,3,3
322_01.png,1,3,3
338_04.png,3,3,3
345_01.png,3,3,3
401_01.png,4,3,3
406_02.png,2,3,3
428_01.png,4,3,3
433_02.png,4,3,3
524_03.png,2,3,3
547_05.png,4,3,3
626_09.png,4,3,3
636_07.png,2,3,3
