0004_03.png,1,3,3
0005_08.png,3,0,1
0037_01.png,2,0,0
0071_04.png,0,3,3
0101_02.png,3,0,0
0113_02.png,3,0,3
0126_10.png,1,3,3
0148_02.png,3,0,1
0148_04.png,2,1,1
0156_03.png,3,1,3
0174_01.png,3,0,1
212_01.png,0,3,3
243_01.png,1,3,3
341_02.png,1,3,3
341_04.png,1,3,3
352_01.png,3,3,1
399_01.png,3,3,0
474_01.png,3,0,3
508_01.png,0,3,3
525_02.png,2,0,1
560_01.png,2,0,1
579_01.png,3,1,0
616_02.png,1,3,3
634_05.png,1,3,3
641_01.png,3,0,3
652_04.png,3,0,1
687_01.png,3,0,3
689_02.png,2,0,1
704_02.png,3,0,1
832_01.png,3,0,1
0066_03.png,3,0,0
0135_02.png,3,0,1
0149_01.png,3,0,0
0183_02.png,0,3,3
205_01.png,3,0,1
255_01.png,1,3,3
282_01.png,1,3,3
301_05.png,3,0,1
302_02.png,3,0,1
304_01.png,1,3,3
338_04.png,2,1,2
339_01.png,3,1,1
347_04.png,2,0,1
350_04.png,2,1,1
365_01.png,3,0,1
414_07.png,3,0,0
428_01.png,3,0,3
529_02.png,3,2,2
549_01.png,3,1,1
560_02.png,3,1,3
573_01.png,0,3,3
608_01.png,1,3,3
677_01.png,3,3,0
678_01.png,3,0,3
781_05.png,3,1,3
784_01.png,2,1,1
807_02.png,1,3,3
811_02.png,3,3,3
824_03.png,3,0,1
832_02.png,3,1,0
0036_05.png,2,3,1
0067_01.png,1,3,3
0072_02.png,1,3,3
0097_02.png,3,1,1
0150_03.png,3,1,1
0155_02.png,3,3,1
200_02.png,0,3,3
215_03.png,3,1,3
221_07.png,4,,0
262_02.png,3,0,0
319_05.png,2,1,2
329_03.png,1,3,3
367_01.png,1,3,3
368_01.png,3,1,0
369_03.png,3,0,1
401_02.png,2,0,1
436_06.png,3,1,0
444_01.png,1,3,3
496_06.png,2,1,1
508_02.png,1,3,3
511_01.png,3,3,1
608_02.png,3,0,3
615_02.png,3,0,0
649_05.png,2,0,1
671_01.png,4,0,0
720_01.png,4,1,1
755_01.png,2,0,1
833_02.png,3,1,3
836_01.png,3,2,3
837_01.png,3,0,2
0011_03.png,3,0,0
0081_03.png,3,0,3
0126_05.png,1,3,3
0151_05.png,2,1,0
209_01.png,3,0,0
283_01.png,3,0,1
300_07.png,2,0,1
307_01.png,3,0,3
344_02.png,3,1,0
345_03.png,1,3,3
392_01.png,3,0,0
436_04.png,1,3,3
462_01.png,0,3,3
504_01.png,3,1,3
505_01.png,2,2,1
519_01.png,3,1,1
528_03.png,3,0,0
537_01.png,3,0,0
563_01.png,3,1,1
574_01.png,1,3,3
591_03.png,1,3,3
607_06.png,3,0,3
618_02.png,2,1,1
632_03.png,3,0,3
639_06.png,3,0,3
658_01.png,3,0,1
662_01.png,1,3,3
759_01.png,2,1,2
759_03.png,2,1,1
835_05.png,3,0,3
0025_02.png,1,3,3
0039_03.png,0,3,3
0057_01.png,3,0,0
0066_05.png,3,1,3
0105_01.png,2,0,1
0130_01.png,3,0,0
0167_01.png,3,1,1
0173_01.png,3,1,3
0176_03.png,3,2,3
0184_01.png,3,0,3
277_01.png,1,3,3
310_03.png,3,1,1
333_02.png,3,1,1
357_02.png,3,1,1
361_02.png,3,0,1
430_04.png,1,3,3
432_04.png,0,3,3
460_02.png,2,0,1
483_02.png,2,0,0
512_01.png,3,2,2
556_01.png,3,1,1
603_03.png,3,1,0
628_02.png,1,3,3
634_01.png,2,2,1
648_09.png,3,0,3
664_01.png,4,0,0
689_01.png,2,1,1
708_02.png,1,3,3
746_01.png,0,3,3
837_02.png,2,1,2
